id,car_id,make,model,year_of_manufacture,color,condition,mileage,engine_size,registered_city,selling_condition,bought_condition,city,price,body_type,fuel_type,transmission
555,jEY4wdZLlCTythmFkD920FNa0bBHxM9,BMW,328i,2011,Black,Foreign Used,120821.0,3000.0,,Imported,Imported,Lekki,13125000,,Petrol,Manual
556,jEY4wdZBvuryCFPCVOCIwdAOEGxk3ac,Ford,Explorer,2016,Black,Nigerian Used,145540.0,3500.0,KADUNA,Registered,Registered,Kaduna / Kaduna State,15697500,SUV,Petrol,Automatic
557,jEY4wdZkVdsDL9Oe6tkjA4BjCPo5Ifs,Lexus,RC,2015,White,Nigerian Used,168750.0,3500.0,ABUJA,Registered,Imported,Garki 2,13650000,Coupe,Petrol,Automatic
558,jEY4wdZbrRhQeLmin59ptZdNQpfUwFR,Toyota,4-Runner,2004,Red,Nigerian Used,216778.0,4700.0,lagos,Registered,Imported,Lekki,4725000,SUV,Petrol,Automatic
559,jEY4wdZAkRqTGJRDSNILMWpmYyAGF7L,Toyota,Avensis,2000,Green,Nigerian Used,617844.0,1800.0,LAGOS,Registered,Registered,Abeokuta North,3675000,,Petrol,Manual
560,jEY4wdZMVFtUCQV34alL4rBiYOkWHUn,Toyota,Camry,2007,Green,Nigerian Used,283081.0,,Abuja,Registered,Imported,Wuse,4200000,,Petrol,Automatic
561,jEY4wdZEmCv3NA1TUMJTXmxiL2YEYtW,Toyota,Land Cruiser,2022,Off white,Nigerian Used,12379.0,4200.0,,Registered,Brand new,Asokoro,84000000,SUV,Diesel,Manual
562,jEY4wdZVJbYK2Hl10A5vszxTo3AzLQm,Toyota,Sienna,2012,Gray,Nigerian Used,102396.0,3500.0,Lagos,Registered,Imported,Alimosho,12075000,,Petrol,Automatic
563,jEY4wdZteM4uwJlPbAyM2PoQRLGTLRN,Ford,Explorer,2013,Silver,Foreign Used,233125.0,3500.0,,Imported,Imported,Lekki,12915000,SUV,Petrol,Automatic
564,jlCs49PSPBfwLY8pwffFYoVQYZdUIC,Honda,Accord,2004,Black,Nigerian Used,178398.0,2400.0,AKWA IBOM,Registered,Registered,Uyo,2100000,Sedan,Petrol,Automatic
565,jlCs49PM9UwaFIictrsiy8j2vH6eVg,Lexus,ES,2008,Gray,Nigerian Used,250673.0,3500.0,,Registered,Imported,Benin City,8112000,,Petrol,Automatic
1834,jEY4wdZCzhJi0uj7meIuXWi8f7clExm,Toyota,Highlander,2016,Blue,Foreign Used,170342.0,3500.0,,Imported,Imported,Surulere,28350000,SUV,Petrol,Automatic
569,jEY4wdZIqlaPN4lpbCun9e5FS8k3Nvg,Toyota,Corolla,2009,Silver,Nigerian Used,214897.0,1800.0,,Registered,Imported,Lekki,4950000,,Petrol,Automatic
570,jEY4wdZF0mYzSCSFR038epDNxJMOGRs,Chrysler,Town&Country,2001,Silver,Nigerian Used,182279.0,,LAGOS,Registered,Registered,Ogba,3375000,,Petrol,Automatic
571,jEY4wdZIyhO2IT6K10mP28qRLR7mILG,Hyundai,Sonata,2013,Beige,Nigerian Used,175698.0,2400.0,LAGOS,Registered,Registered,Ikorodu,7312500,Sedan,Petrol,Automatic
573,jEY4wdZuUr5Yt2KhoDCbMGEPXP7NjAU,Toyota,Camry,2011,Silver,Nigerian Used,310156.0,2500.0,Lagos,Registered,Registered,Ibadan,6412500,,Petrol,Automatic
574,jEY4wdZcQGQ4M3YOw1UWxNJflkBConb,Toyota,Corolla,2008,Silver,Nigerian Used,329338.0,1800.0,LAGOS,Registered,Imported,Alimosho,4275000,,Petrol,Automatic
576,jEY4wdZcshxLoN1mdQrCWzLrLppAQjA,Toyota,Camry,2003,Green,Nigerian Used,137076.0,2400.0,lagos,Registered,Imported,Ibadan,4275000,,Petrol,Automatic
578,jEY4wdZWqUIe3TroVmyHgxYs9PN4vqL,Lexus,IS,2008,White,Nigerian Used,116009.0,2500.0,abuja,Registered,Registered,Wuse,7312500,,Petrol,Automatic
581,jEY4wdZxDJw1oo3PMagnOvYLHRDJ2Xm,Lexus,RX,2015,Gray,Nigerian Used,156592.0,3500.0,OGUN,Registered,Registered,Yaba,19125000,SUV,Petrol,Automatic
582,jEY4wdZu3OiY51DnBHMZDaKOUpCHCdU,Toyota,Camry,2007,White,Nigerian Used,200227.0,3500.0,LAGOS,Registered,Registered,Alimosho,7087500,,Petrol,Automatic
585,jEY4wdZvbKxtXAO1UHUmixiqMuVV4QF,Toyota,Matrix,2009,Silver,Nigerian Used,160013.0,2400.0,,Registered,Imported,Asokoro,6750000,Hatchback,Petrol,Automatic
586,jEY4wdZq9aNaujzTtHBYnfSeGizV2bh,Toyota,Sienna,2006,Blue,Nigerian Used,489743.0,3300.0,LAGOS,Registered,Registered,Uyo,5175000,Minivan,Petrol,Automatic
587,jEY4wdZFW597nwAZiVtsSruU1Xw4Rqp,Infiniti,FX35,2003,Black,Nigerian Used,178820.0,4500.0,EBONYI,Registered,Imported,Gwagwalada,3937500,,Petrol,Automatic
589,jEY4wdZfStSAj85Slu72yXLqVwHJpve,Ford,Focus,1999,Red,Nigerian Used,197012.0,2500.0,Lagos,Registered,Imported,Ibadan,1912500,,Petrol,Manual
590,jEY4we00CKFqt98bVDQrOSZyfPcoxOo,Honda,Accord,2005,Gray,Nigerian Used,212704.0,2400.0,,Registered,Registered,Port-Harcourt,2362500,,Petrol,Automatic
592,jEY4wdZhbrS4dJDxdgtskswRiMR39zy,Hyundai,Sonata,2013,White,Nigerian Used,119697.0,2400.0,,Registered,Imported,Lekki,6187500,,Petrol,Automatic
594,jEY4wdZWe1AQ9iImq9HrN0oQiQHJgyE,Toyota,Corolla,2006,Blue,Nigerian Used,362635.0,1800.0,LAGOS,Registered,Registered,Ilupeju,2925000,,Petrol,Manual
595,jlCs49PPom9xoVbsJ14wzmLjWxWako,Mazda,MPV,2001,Green,Nigerian Used,233412.0,2500.0,LAGOS,Registered,Registered,Ikeja,2812500,SUV,Petrol,Automatic
597,jEY4wdZIiiHq2OAeA8AArWrN5TCGuFO,Honda,Civic,2012,White,Nigerian Used,156107.0,1800.0,LAGOS,Registered,Imported,Magodo,9000000,,Petrol,Automatic
598,jEY4wdZucVpcqOmVXkBUDiVmYXnuaIJ,Honda,Pilot,2016,Silver,Nigerian Used,104795.0,3500.0,Lagos,Registered,Imported,Lekki,22500000,SUV,Petrol,Automatic
599,jEY4wdZTbVrGa58AAQ4xAln3TOzyrXK,Ford,Explorer,2013,Blue,Nigerian Used,152541.0,3500.0,KWARA,Registered,Registered,Abule Egba,9000000,SUV,Petrol,Automatic
600,jEY4wdZA7Rlhi6HD2Q6jUl4Tmlyt86D,Mitsubishi,Lancer,2010,Silver,Nigerian Used,174370.0,2400.0,LAGOS,Registered,Imported,Ibadan,6750000,,Petrol,Automatic
602,jEY4wdZdqJ7F2y7cka0GOUwxxy28iYX,Toyota,Avensis,2003,Gray,Nigerian Used,125431.0,1800.0,,Registered,Imported,Ikorodu,3712500,,Petrol,Manual
606,jEY4wdZjz76hlJ94lfBG3PQGBmrkfCI,Nissan,Sentra,2011,Black,Nigerian Used,118856.0,2000.0,LAGOS,Registered,Imported,Lekki,6750000,Sedan,Petrol,CVT
608,jEY4wdZJarAu34TfVeu95eOBdLmpMST,Toyota,Camry,2003,Red,Nigerian Used,227243.0,2400.0,,Registered,Registered,Ikeja,3937500,,Petrol,Automatic
609,jEY4wdZnJR9Euwc1ak9LJ5UEcQDvt97,Toyota,Avalon,2006,Gold,Nigerian Used,126445.0,3500.0,ABUJA,Registered,Registered,Garki 2,5062500,,Petrol,Automatic
610,jEY4wdZuctzAvu3v6lBuDfKHYWGNwGN,Toyota,Camry,2010,Gray,Foreign Used,76529.0,2400.0,,Imported,Imported,Benin City,10687500,,Petrol,Automatic
613,jEY4wdZmx69sUmoQJUreNKHARzykPVT,Nissan,Quest,2002,Green,Nigerian Used,109477.0,,LAGOS,Registered,Imported,Ogba,2812500,SUV,Petrol,Automatic
614,jEY4wdZTl6uHC9dVrFaD876gjoYE5NH,Lexus,RX 300,2000,Gold,Nigerian Used,357257.0,3000.0,Abia,Registered,Registered,Owerri,4162500,,Petrol,Automatic
615,jEY4wdZBaSTWltskD1VCkTECCXw6b3L,Volkswagen,CC,2014,Brown,Nigerian Used,26750.0,2500.0,LAGOS,Registered,Brand new,Surulere,10125000,,Petrol,Automatic
616,jEY4wdZSLuzcqvlj7FJvsI62MAPVn59,Acura,MDX,2012,Gray,Foreign Used,239835.0,3700.0,,Imported,Imported,Ilupeju,15187500,SUV,Petrol,Automatic
618,jEY4wdZnhAahkSuEIjo0QSuBBtB6vGX,Toyota,Sienna,2006,Red,Nigerian Used,562868.0,3300.0,ABUJA,Registered,Registered,Port-Harcourt,5625000,Minivan,Petrol,Automatic
619,jEY4wdZrK4sMQGzn2UlUVMe9CO7on34,Toyota,Camry,2008,Beige,Nigerian Used,225700.0,2400.0,LAGOS,Registered,Registered,Ibadan,6525000,,Petrol,Automatic
621,jEY4wdZRQM4L2pt3dQXORkz7cLj8p69,Acura,MDX,2009,Red,Nigerian Used,121428.0,3700.0,,Registered,Registered,Ojodu,5625000,SUV,Petrol,Automatic
622,jEY4wdZTO6poeCrYC91wyZkHq6tNYHW,Toyota,Corolla,2007,Silver,Foreign Used,194582.0,1800.0,,Imported,Imported,Enugu,5287500,,Petrol,Automatic
623,jEY4wdZa0MRBl97PuRbOcxyqY6BsiLB,Honda,CR-V,2000,Silver,Nigerian Used,110135.0,1800.0,,Registered,Imported,Kosofe,3206250,SUV,Petrol,Automatic
624,jEY4wdZMuauzehynP7xI0bmG9uWiilb,Toyota,Camry,2007,Gray,Nigerian Used,143404.0,2400.0,OGUN STATE,Registered,Registered,Ilupeju,5625000,,Petrol,Automatic
625,jEY4wdZgj6gwQ3gMJtRRsYDJoQeDr2f,Toyota,Camry,2004,Black,Nigerian Used,213688.0,2400.0,Lagos,Registered,Registered,Ilupeju,3937500,,Petrol,Automatic
626,jEY4wdZcLP9pIEGy8VAD8DK3vhDOUFK,Honda,Accord,2003,Gray,Nigerian Used,268732.0,2400.0,LAGOS,Registered,Registered,Uyo,2250000,Sedan,Petrol,Automatic
627,jEY4wdZqboctbk4VsEHsN7xGfvo9blT,Toyota,Corolla,2008,Silver,Nigerian Used,164172.0,1800.0,,Registered,Registered,Central Business District,5625000,,Petrol,Automatic
629,jEY4wdZAXt2A9VzvSAWXK20vx0LSGcG,Toyota,Camry,2002,Gray,Nigerian Used,227864.0,2400.0,,Registered,Registered,Ikorodu,3037500,Sedan,Petrol,Automatic
630,jEY4wdZICisCt8UEB6V52ozyoLWXwQh,Mercedes-Benz,C300,2013,Gray,Foreign Used,225952.0,3500.0,,Imported,Imported,Lekki,18562500,Sedan,Petrol,Automatic
631,jEY4wdZSo164eWHSDnj9PYQ65pTF8l6,Toyota,Camry,1998,Silver,Nigerian Used,464717.0,2200.0,,Registered,Registered,Ibadan,2587500,,Petrol,Automatic
635,jlCs49PRnh6ZJyNhAtWXy9uTLldKbR,Honda,Accord,2008,Black,Nigerian Used,95842.0,2400.0,,Registered,Registered,Port-Harcourt,5062500,,Petrol,Automatic
637,jEY4wdZU0KDqxQPHNjoLJz1TrjdfCuZ,Volkswagen,CC,2012,Black,Nigerian Used,218691.0,2000.0,,Registered,Registered,Ikorodu,4162500,Saloon,Petrol,Automatic
644,jEY4wdZkSvYxUs87F1Q9Kvvs4VcKlnl,Toyota,Corolla,2006,Silver,Nigerian Used,300898.0,1800.0,"Kaduna,",Registered,Registered,Lugbe District,5062500,,Petrol,Automatic
645,jEY4wdZwUAi6bexug4yr2HFOKHJUHaO,Nissan,Altima,2002,Silver,Nigerian Used,188667.0,2500.0,LAGOS,Registered,Registered,Abule Egba,2812500,,Petrol,Automatic
646,jEY4wdZfuBlmn0tiyg86himkXwdkCoj,Honda,Pilot,2009,Gold,Nigerian Used,167477.0,3500.0,Abuja,Registered,Brand new,Wuse,7312500,SUV,Petrol,Automatic
649,jEY4we001Yd8SZCn8ZNjJkCtnPrX7CP,Toyota,Carina E,1992,Blue,Nigerian Used,511900.0,1600.0,OGUN,Registered,Registered,Abeokuta North,1687500,,Petrol,Manual
650,jEY4wdZU91IuYxA5KHWc61TvmF4Hwpv,Toyota,Camry,2009,Black,Nigerian Used,336344.0,2400.0,LAGOS,Registered,Imported,Yaba,6525000,Sedan,Petrol,Automatic
651,jEY4wdZHUv3GsCFJEo8QSiIeZ26nDpy,Honda,CR-V,2007,Red,Nigerian Used,425522.0,2400.0,,Registered,Registered,Jabi,5287500,SUV,Petrol,Automatic
652,jEY4wdZTeohVjv69RnxmA8DGv3m9DRN,Hyundai,Santa Fe,2018,Black,Nigerian Used,67202.0,2300.0,LAGOS,Registered,Brand new,Lekki,12937500,,Petrol,Automatic
655,jEY4wdZSn2dkRLZsMDvr0MmapLxSpei,Mercedes-Benz,C-Class,2015,Gray,Nigerian Used,76318.0,2000.0,LAGOS,Registered,Imported,Lekki,25312500,Sedan,Petrol,Automatic
656,jEY4wdZSTxA10M19AiTsFydRxYDyfIU,Mercedes-Benz,M Class,2010,Gray,Nigerian Used,144834.0,3500.0,IMO,Registered,Imported,Owerri,11250000,SUV,Petrol,Automatic
657,jEY4wdZdzxFsyfZMbOW6UigvDJVWIKv,Toyota,Sienna,2005,Blue,Foreign Used,305884.0,3300.0,,Imported,Imported,Akure,9000000,,Petrol,Automatic
658,jEY4wdZfG6V8RV9tRsdQdMKCXR7l9RI,Honda,Pilot,2004,Gray,Nigerian Used,306234.0,3400.0,Lagos,Registered,Imported,Ajah,4162500,SUV,Petrol,Automatic
659,jEY4wdZBMIfNxZ2cW6qPoJj9JlZZWDZ,Lexus,RX 350,2017,Black,Foreign Used,97518.0,3500.0,,Imported,Imported,Lekki,54000000,,Petrol,Automatic
660,jEY4wdZod0jKqrdXnVMtiuGaaf60PmJ,Toyota,RAV4,2013,Black,Nigerian Used,164511.0,2400.0,,Registered,Registered,Port-Harcourt,16875000,SUV,Petrol,Automatic
661,jEY4wdZWpec1XYLl6POctmAMJX5IB3r,Land Rover,Range Rover Sport,2006,Blue,Nigerian Used,184639.0,4000.0,,Registered,Registered,Port-Harcourt,5625000,SUV,Petrol,Automatic
662,jEY4we0168zaBBoyESI9onf6RRM6lO5,Toyota,Corolla,2004,Blue,Nigerian Used,299999.0,1800.0,,Registered,Registered,Karu,5062500,,Petrol,Automatic
664,jEY4wdZpwPttohtVHaKADR0loaa8b09,Toyota,Corolla,2009,Black,Nigerian Used,179474.0,1800.0,BAYELSA,Registered,Registered,Uyo,7875000,Sedan,Petrol,Automatic
668,jEY4wdZEbnhsFDDtfvlRVxAUp1BPxe9,Lexus,RX 330,2005,Off white,Nigerian Used,141107.0,3300.0,Bayelsa,Registered,Registered,Port-Harcourt,7875000,SUV,Petrol,Automatic
669,jEY4wdZc78puaPSnJf7yqYrXKfTYeUb,Toyota,Sienna,2013,Silver,Nigerian Used,169378.0,3500.0,LAGOS,Registered,Registered,Uyo,15750000,Minivan,Petrol,Automatic
672,jEY4wdZkmDVixQcL6Vpqgg0dAxSVzHi,Toyota,Corolla,2003,Gray,Nigerian Used,371915.0,1800.0,,Registered,Imported,Asokoro,6187500,,Petrol,Automatic
677,jEY4wdZTdJAXgIJUMuecAz0TQRpCwKe,Lexus,GX,2003,Black,Nigerian Used,221362.0,4700.0,ABUJA,Registered,Registered,Umuahia,9562500,SUV,Petrol,Automatic
678,jEY4wdZxh1PIuLx97hele3pjVZ9SFTA,Lexus,RX 300,2003,White,Nigerian Used,350287.0,3300.0,LAGOS,Registered,Imported,Alimosho,6525000,SUV,Petrol,Automatic
679,jEY4wdZpYYJnGfSOyyXJpnuIusJSB3v,Honda,Accord,2005,Black,Nigerian Used,366869.0,2400.0,LAGOS,Registered,Registered,Ojodu,3375000,,Petrol,Automatic
682,jEY4wdZNb9OjtVaEl63v0iRBgBRL9Jz,Mercedes-Benz,GLK-Class,2013,White,Nigerian Used,290339.0,3500.0,ABUJA,Registered,Registered,Gwagwalada,16875000,SUV,Petrol,Automatic
684,jEY4wdZqy6SKvyqp0eufViAg5clpl8P,Honda,CR-V,2002,Black,Nigerian Used,322335.0,2400.0,Lagos,Registered,Imported,Lekki,5062500,SUV,Petrol,Automatic
686,jlCs49QzLo5Ww7L8mtwRZmdzHlpDRX,Pontiac,Vibe,2009,Black,Nigerian Used,155780.0,2400.0,Lagos,Registered,Registered,Ogudu,6750000,,Petrol,Automatic
689,jEY4we00CWWCKtvxFcweynGdnNqq42t,Honda,Accord,2007,White,Nigerian Used,341432.0,2400.0,LAGOS,Registered,Imported,Abeokuta North,3150000,,Petrol,Automatic
690,jEY4wdZEwYNdv7WqQ31DGBPJAvdPSyO,Suzuki,Alto,2013,Green,Nigerian Used,61018.0,1400.0,LAGOS,Registered,Registered,Uyo,1912500,Hatchback,Petrol,Manual
692,jEY4wdZr8e9a9Ocj5uQuWNyws5wgCtV,BMW,3 Series,2015,Black,Foreign Used,219137.0,2000.0,,Imported,Imported,Jabi,20250000,,Petrol,Automatic
693,jEY4wdZrTFUp5OIwDFlanjWHZ6VNUcr,Toyota,Highlander,2006,Black,Nigerian Used,135281.0,2400.0,Lagos State,Registered,Registered,Alimosho,5625000,,Petrol,Automatic
695,jEY4wdZFuW8Ip9xU2rQcvTUHjNAuNtn,Acura,MDX,2003,Black,Nigerian Used,254710.0,3500.0,LAGOS,Registered,Registered,Yaba,3712500,SUV,Petrol,Automatic
696,jEY4wdZnOm0rOzu5JxjphBExrOZDFkE,Toyota,Yaris,2007,Black,Nigerian Used,98100.0,1300.0,Lagos,Registered,Registered,Ibadan,3375000,,Petrol,Manual
698,jEY4wdZEn1qzxCWF3H97QlvvYxBr81l,Mercedes-Benz,M Class,2012,Black,Foreign Used,298666.0,3500.0,,Imported,Imported,Lugbe District,33750000,SUV,Petrol,Automatic
699,jlCs49Q8CzesU8FTOqQRFJB0waksKx,Toyota,Camry,2007,Silver,Nigerian Used,255104.0,2400.0,Lagos,Registered,Imported,Akure,6187500,,Petrol,Automatic
701,jEY4wdZkRYJv3aUDvVVbeR0OGqzdVgP,Nissan,Primera,1999,Blue,Foreign Used,227796.0,1800.0,,Imported,Imported,Gwagwalada,4500000,,Petrol,Manual
702,jEY4wdZjjkzX638ZfF9tBIUhVKJ7v6r,Toyota,Highlander,2003,Silver,Nigerian Used,234511.0,3100.0,IMO,Registered,Registered,Owerri,7087500,SUV,Petrol,Automatic
703,jEY4wdZfzCLg6ATvvVfNQoChVZF8ATI,Volkswagen,Passat,2009,Black,Nigerian Used,145844.0,2000.0,LAGOS,Registered,Brand new,Lekki,5625000,Sedan,Petrol,Automatic
705,jEY4wdZETcpO9c2H5PzuHFySUlISXSw,Lexus,RX 350,2012,Gold,Nigerian Used,65344.0,3500.0,Lagos,Registered,Imported,Ibadan,20250000,SUV,Petrol,Automatic
706,jEY4wdZPhSXw7wQJpH34UqLXN9wDI65,Toyota,Sienna,2000,Gray,Nigerian Used,134886.0,3000.0,Lagos,Registered,Registered,Ilupeju,3375000,,Petrol,Automatic
707,jlCs49PMFqKIEcood5xBfoTEzoqA65,Honda,Accord,2008,White,Foreign Used,102562.0,3500.0,,Imported,Imported,Alimosho,6750000,,Petrol,Automatic
708,jEY4wdZub4SfU7M4ruM5XolhQvFs2Ct,Toyota,Sienna,2004,Blue,Nigerian Used,211746.0,3300.0,,Registered,Registered,Surulere,6750000,,Petrol,Automatic
709,jEY4wdZiutGz9SOLqBqdcLQm1RLrJt3,Honda,Odyssey,2002,Red,Nigerian Used,351814.0,3500.0,LAGOS,Registered,Registered,Alimosho,4612500,,Petrol,Automatic
710,jEY4wdZAv32L1ehMhIwhe0cyiqWHCoK,Toyota,Corolla,2003,Gray,Nigerian Used,216123.0,1400.0,ABUJA,Registered,Registered,Garki 2,3937500,,Petrol,Automatic
714,jEY4wdZIvVysYbaGBPxzpxeQREN6Pux,Hyundai,Sonata,2006,Burgandy,Nigerian Used,101523.0,3300.0,,Registered,Registered,Karu,5400000,,Petrol,Automatic
715,jEY4wdZXpWVt26n5X2ifYKBiVBCZ7KA,BMW,6 Series,2013,Black,Nigerian Used,3050.0,3000.0,,Registered,Imported,Ikoyi,73125000,,Petrol,Automatic
717,jEY4wdZq3rYDAAV3V7WvCvxve9ZuJVB,Toyota,Camry,2014,Black,Nigerian Used,56501.0,2500.0,Rivers,Registered,Registered,Port-Harcourt,7875000,,Petrol,Automatic
718,jEY4wdZUjoZ4RbjauINWMLBKA0wst2z,Hyundai,Elantra,2008,Blue,Nigerian Used,111487.0,1800.0,LAGOS,Registered,Registered,Yaba,4500000,,Petrol,Automatic
719,jEY4wdZBFgbwZF7zBGU7Q6pUnuxIXR8,Acura,MDX,2010,Red,Nigerian Used,189868.0,3700.0,,Registered,Imported,Surulere,6750000,SUV,Petrol,Automatic
720,jEY4wdZJlB7qI8zFn9LZpS2qXrzazzH,Toyota,Land Cruiser Prado,2008,Black,Nigerian Used,280470.0,2700.0,ABUJA,Registered,Imported,Lekki,11250000,SUV,Petrol,Automatic
724,jEY4wdZpJOMt45QbvXxbsnFdoSHtYNo,Nissan,Rogue Sport,2020,Silver,Foreign Used,121634.0,2000.0,,Imported,Imported,Ikoyi,29250000,SUV,Petrol,CVT
725,jEY4wdZLNMXZtfzhepjU5GOZMxOgCLf,Lexus,GX,2005,Black,Nigerian Used,196190.0,4700.0,Abuja,Registered,Imported,Wuse,10125000,SUV,Petrol,Automatic
755,jEY4wdZIRwxFrsBofXYovX0V4ujJaCc,Volkswagen,Jetta,2009,Black,Nigerian Used,169867.0,1600.0,Abuja,Registered,Registered,Lugbe District,2310000,,Petrol,Automatic
760,jEY4wdZSFMxQq2stU2esY7ksQ9a3Xsk,Toyota,Land Cruiser Prado,2008,Black,Nigerian Used,276204.0,,,Registered,Imported,Port-Harcourt,6975000,SUV,Diesel,Manual
771,jEY4wdZLrQWc294gNLtgNwXYjzTAONv,Lexus,IS,2011,Purple,Nigerian Used,246351.0,2500.0,,Registered,Imported,Surulere,8925000,,Petrol,Automatic
802,jEY4wdZk3FJuu4vrGt3VFh5goaYwQuX,Nissan,X-Trail,2015,Black,Nigerian Used,96115.0,2500.0,,Registered,Brand new,Ikoyi,10125000,SUV,Petrol,Automatic
872,jEY4wdZflosbDIDs6po7WfpeZKw8NpX,Toyota,Corolla,2009,Gray,Nigerian Used,237948.0,1800.0,Abuja,Registered,Registered,Lugbe District,7280000,,Petrol,Automatic
873,jEY4wdZcAFTWu9ErqJ2wya5YcLIS8ke,Toyota,Highlander,2006,Gold,Nigerian Used,1.0,3300.0,LAGOS,Registered,Imported,Ikorodu,5250000,SUV,Petrol,Automatic
881,jEY4wdZDHpzlfTRjMo2JoLeB4g9S7Dv,Toyota,Camry,2006,Silver,Nigerian Used,930008.0,2400.0,,Registered,Imported,Gudu,6240000,,Petrol,Automatic
926,jEY4wdZKPHzj0Z14ciqUGXCFW3bX5BU,Lexus,LS,2009,Blue,Nigerian Used,148308.0,4600.0,LAGOS,Registered,Imported,Amuwo-Odofin,12075000,Sedan,Petrol,Automatic
965,jEY4wdZxocM3ek8vATEFr2BbyPZOQLI,Land Rover,Lr3,2006,Silver,Nigerian Used,85559.0,3800.0,ABUJA,Registered,Registered,Ikorodu,7350000,SUV,Petrol,Automatic
973,jEY4wdZrTB25q0Do1eltDKpEVO5XEP9,Toyota,Corolla,2010,Silver,Foreign Used,319618.0,1800.0,,Imported,Imported,Isolo,10712000,,Petrol,Automatic
975,jEY4wdZXIhSzCSKcX1vcUe76TURg1tf,Toyota,Highlander,2017,Black,Foreign Used,42929.0,3500.0,,Imported,Imported,Port-Harcourt,40950000,SUV,Petrol,CVT
981,jEY4wdZJ2zMDzG4KWTDqToIwIgV2FBL,Toyota,Hilux,2012,White,Nigerian Used,146129.0,3000.0,Rivers,Registered,Imported,Port-Harcourt,17640000,Pickup,Diesel,Manual
995,jEY4wdZiJH4JZOw7dgLtPo9YJoUh82g,Honda,Pilot,2005,Beige,Nigerian Used,171896.0,3800.0,ABUJA,Registered,Registered,Ikorodu,2625000,SUV,Petrol,Automatic
1007,jEY4wdZa3pTJvA4FTCIeAVXDOE7QmqZ,Toyota,Camry,2016,Silver,Nigerian Used,115308.0,2500.0,ABUJA,Registered,Imported,Jabi,13650000,,Petrol,Automatic
1023,jEY4wdZCoaya8as0t1aQ2LbSDbZLB5H,Mini,Cooper,2012,Beige,Nigerian Used,151860.0,1600.0,,Registered,Imported,Lekki,6300000,Coupe,Petrol,Automatic
1038,jEY4wdZmGwdrb0asT7wZicAkjbJnPAq,Toyota,Corolla,2003,Blue,Nigerian Used,346038.0,1800.0,,Registered,Registered,Gwarinpa,5096000,,Petrol,Automatic
1063,jEY4wdZjKptH9exG2oIe90Xng1igBxJ,Toyota,Venza,2010,Black,Nigerian Used,92682.0,2700.0,Anambra,Registered,Registered,Port-Harcourt,8820000,SUV,Petrol,Automatic
1081,jEY4wdZtlWYuS7KXiy1QboSW9oyXHgj,Toyota,Corolla,2009,Black,Nigerian Used,281108.0,1800.0,ABUJA,Registered,Registered,Garki 2,7072000,,Petrol,Automatic
1108,jEY4we00QpRBFrmTiktdyO7b1DmsJDa,Honda,Accord,2014,White,Foreign Used,91391.0,2400.0,,Imported,Imported,Lekki,11550000,Sedan,Petrol,CVT
1111,jEY4wdZHfDYORjp9Uk4ky1JD4sC0ITp,Toyota,Corolla,2010,Silver,Foreign Used,319613.0,1800.0,,Imported,Imported,Isolo,10400000,Sedan,Petrol,Automatic
1117,jEY4wdZUddiorCQO7UYmXYy0cUhNhIe,Toyota,Highlander,2008,Green,Nigerian Used,276180.0,3500.0,Lagos,Registered,Registered,Ikorodu,8400000,SUV,Petrol,Automatic
1127,jEY4wdZNczOuZq150AcKZ5M5091XsNj,Toyota,Highlander,2002,Silver,Nigerian Used,106005.0,3000.0,LAGOS,Registered,Registered,Abule Egba,5775000,SUV,Petrol,Automatic
1129,jEY4wdZCDPYP8pXPmvElqJYAFBOYyIn,Mercedes-Benz,G-Class,2011,Black,Nigerian Used,86004.0,4600.0,Lagos,Registered,Registered,Alimosho,8190000,SUV,Petrol,Automatic
1136,jEY4wdZpzQ9dFsIdBbrwQHgvC0rLktQ,Volvo,S60,2007,Gray,Nigerian Used,140277.0,2500.0,Lagos,Registered,Imported,Surulere,3150000,,Petrol,Automatic
1144,jEY4wdZIo8uh44kW3GV4Zq6NZi373k3,Acura,MDX,2004,White,Nigerian Used,125471.0,3500.0,,Registered,Registered,Ikorodu,2520000,SUV,Petrol,Automatic
1147,jEY4wdZSfQQCFmU8QzuFsS2XDW0wgbB,Mercedes-Benz,M Class,2015,White,Foreign Used,33855.0,3500.0,,Imported,Imported,Ogba,26250000,SUV,Petrol,Automatic
1154,jEY4wdZHHxQQOa8Et6DZfvWWQh0EZDK,Hyundai,Creta,2020,Black,Nigerian Used,45574.0,1600.0,LAGOS,Registered,Registered,Yaba,15750000,SUV,Petrol,Automatic
1166,jEY4wdZHVrDTGTVtG1JhLf6OxRK3t0t,Toyota,Corolla,2005,Silver,Nigerian Used,311960.0,1800.0,,Registered,Registered,Ikeja,4472000,,Petrol,Automatic
1171,jEY4wdZq8QADV5IWDTLK6ZtQPs5ucOH,Toyota,Highlander,2008,Black,Nigerian Used,225843.0,3500.0,,Registered,Imported,Ikorodu,7875000,SUV,Hybrid,Automatic
1180,jEY4wdZHXCY1TOetNeBXZAwEVfwtIMt,Mazda,CX-9,2010,Gray,Nigerian Used,109191.0,3700.0,Lagos,Registered,Imported,Ajah,6510000,SUV,Petrol,Automatic
1198,jEY4wdZZVo0JPQb47bl7KE5JMSWCoRw,Honda,Accord,2008,Gray,Nigerian Used,223958.0,2400.0,LAGOS,Registered,Imported,Lekki,4200000,Sedan,Petrol,Automatic
